Elspot Prices in DKK/MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 10-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,TromsÃ¸,EE,EE,LV,LV,LT,LT,AT,AT,BE,BE,DE-LU,DE-LU,FR,FR,NL,NL
23-10-2020,"142,59","119,18","119,18","245,06","260,71","268,84","260,30","260,71","146,87","146,87","125,48","119,18","119,18","86,32",,"281,37",,"281,37",,"281,37",,,,,,,,,,
24-10-2020,"110,04","130,73","130,73","130,73","130,73","131,32","130,73","130,73","108,51","108,51","108,51","104,83","104,83","97,90",,"233,04",,"233,04",,"233,04",,,,,,,,,,
25-10-2020,"72,38","70,67","70,67","76,51","101,43","103,58","76,46","105,53","76,51","76,51","76,51","70,67","70,67","70,67",,"195,08",,"195,08",,"195,08",,,,,,,,,,
26-10-2020,"110,32","130,01","130,01","151,58","205,83","158,98","204,55","210,13","106,38","106,38","106,38","99,59","99,59","83,17",,"310,75",,"310,75",,"310,75",,,,,,,,,,
27-10-2020,"97,10","98,06","98,06","98,06","127,65","150,76","98,06","127,65","98,06","98,06","97,88","96,47","96,47","81,82",,"354,59",,"354,59",,"354,59",,,,,,,,,,
28-10-2020,"75,07","73,43","73,43","73,43","118,88","188,17","72,78","118,88","73,37","73,37","73,90","79,26","79,26","76,92",,"261,48",,"276,19",,"276,19",,,,,,,,,,
29-10-2020,"86,30","83,23","83,23","83,23","223,89","168,26","222,98","223,89","81,75","81,75","81,75","81,10","81,10","77,19",,"299,91",,"299,91",,"299,91",,,,,,,,,,
30-10-2020,"87,25","121,73","121,73","121,73","187,15","297,31","177,48","187,15","78,37","78,37","78,37","73,19","73,19","72,64",,"322,87",,"329,63",,"329,63",,,,,,,,,,
31-10-2020,"69,32","72,98","72,98","72,98","75,35","97,45","158,47","158,56","67,72","67,72","67,72","67,24","67,24","66,80",,"331,88",,"331,88",,"331,88",,,,,,,,,,
01-11-2020,"41,39","41,33","41,33","41,33","41,33","41,33","41,33","41,33","41,33","41,33","41,33","42,16","42,16","42,34",,"90,34",,"90,34",,"90,34",,,,,,,,,,
02-11-2020,"29,97","28,17","28,17","28,17","37,38","29,08","25,44","37,38","28,17","28,17","30,90","34,18","34,18","34,61",,"200,25",,"200,25",,"200,25",,,,,,,,,,
03-11-2020,"47,45","46,47","46,47","73,93","136,64","94,40","81,43","136,64","43,68","43,68","44,19","46,42","46,42","48,33",,"271,23",,"271,23",,"271,23",,,,,,,,,,
04-11-2020,"33,58","29,18","29,18","49,49","49,49","61,78","49,49","49,49","35,30","35,30","35,30","29,18","29,18","29,18",,"289,37",,"289,37",,"289,37",,,,,,,,,,
05-11-2020,"18,86","15,73","15,73","20,54","22,72","23,11","20,54","22,72","20,54","20,54","20,54","15,73","15,73","15,73",,"246,63",,"246,63",,"246,63",,,,,,,,,,
06-11-2020,"32,59","16,52","16,52","167,50","230,30","175,19","234,82","235,94","40,30","40,30","40,30","16,52","16,52","16,52",,"305,19",,"305,19",,"305,19",,,,,,,,,,
07-11-2020,"29,78","24,35","24,35","31,60","243,09","31,60","262,76","262,76","27,10","27,10","27,10","24,35","24,35","24,35",,"311,11",,"311,11",,"311,11",,,,,,,,,,
08-11-2020,"49,09","42,47","42,47","176,85","226,79","176,85","272,92","367,11","40,09","40,09","40,09","42,47","42,47","42,47",,"278,97",,"278,97",,"278,97",,,,,,,,,,
09-11-2020,"61,01","52,33","52,33","349,60","362,87","349,60","335,68","388,83","50,85","50,85","50,85","52,33","52,33","52,33",,"362,58",,"362,58",,"362,87",,,,,,,,,,
10-11-2020,"78,85","81,75","81,75","458,69","458,69","466,01","357,73","458,96","63,34","63,34","63,34","68,98","68,98","68,63",,"466,01",,"466,01",,"466,01",,,,,,,,,,
11-11-2020,"71,10","66,61","66,61","349,20","366,68","349,20","335,47","384,95","58,02","58,02","58,02","66,46","66,46","66,46","366,68",,"366,68",,"366,68",,,,,,,,,,,
12-11-2020,"52,62","42,77","42,77","346,87","347,26","352,55","265,19","347,52","46,87","46,87","46,87","42,77","42,77","42,77","352,94",,"352,94",,"352,94",,,,,,,,,,,
13-11-2020,"37,89","33,16","33,16","265,85","376,13","294,49","284,45","396,29","28,61","28,61","28,61","33,16","33,16","33,16","378,36",,"378,36",,"378,72",,,,,,,,,,,
14-11-2020,"26,93","28,52","28,52","69,76","326,00","70,12","237,34","326,00","20,69","20,69","20,69","28,52","28,52","28,52","325,33",,"325,33",,"326,00",,,,,,,,,,,
15-11-2020,"16,09","19,73","19,73","28,74","178,78","28,94","25,54","178,78","12,91","12,91","12,91","20,27","20,27","20,27","183,41",,"183,41",,"183,41",,,,,,,,,,,
16-11-2020,"17,84","19,28","19,28","98,64","254,96","111,01","98,30","254,96","10,56","10,56","10,56","20,77","20,77","20,77","238,39",,"262,93",,"262,93",,,,,,,,,,,
17-11-2020,"16,12","24,89","24,89","57,73","268,10","90,42","17,90","268,10","10,06","10,06","10,06","24,89","24,89","24,89","268,10",,"268,10",,"268,10",,,,,,,,,,,
18-11-2020,"14,99","24,56","24,56","51,41","229,65","225,67","7,39","229,65","7,39","7,39","7,39","24,56","24,56","24,56","252,54",,"252,54",,"252,54",,,,,,,,,,,
19-11-2020,"10,76","18,66","18,66","111,73","127,57","175,55","7,80","127,57","7,81","7,81","7,81","18,69","18,69","18,69","235,18",,"235,18",,"235,18",,,,,,,,,,,
20-11-2020,"28,34","24,32","24,32","378,43","418,65","400,53","245,88","418,65","11,57","11,57","11,57","24,19","24,19","24,32","417,04",,"417,04",,"418,65",,,,,,,,,,,
21-11-2020,"11,78","19,28","19,28","19,28","143,22","77,82","7,79","143,22","7,75","7,75","7,75","19,28","19,28","19,28","215,43",,"215,43",,"215,43",,,,,,,,,,,
22-11-2020,"9,64","12,20","12,20","12,20","42,23","27,88","8,63","42,23","8,60","8,60","8,60","12,20","12,20","12,30","108,20",,"108,20",,"108,20",,,,,,,,,,,
23-11-2020,"28,40","26,79","26,79","70,68","209,36","176,29","75,06","209,36","14,84","14,84","14,84","26,79","26,79","26,79","249,58",,"249,58",,"249,58",,,,,,,,,,,
24-11-2020,"39,93","44,23","44,23","46,62","195,05","252,50","35,87","195,05","19,43","19,43","19,43","44,23","44,23","44,23","267,74",,"267,74",,"267,74",,,,,,,,,,,
25-11-2020,"36,50","40,95","40,95","50,87","269,20","154,68","110,15","274,46","16,28","16,28","16,28","40,95","40,95","40,95","310,03",,"310,03",,"310,03",,,,,,,,,,,
26-11-2020,"67,17","50,46","50,46","314,59","360,91","323,18","369,67","371,64","29,96","29,96","29,96","50,46","50,46","50,46","360,98",,"360,98",,"361,62",,,,,,,,,,,
27-11-2020,"173,89","94,45","94,45","442,41","486,32","442,49","481,67","486,67","55,08","55,08","55,08","64,50","64,50","64,50","484,15",,"484,15",,"486,32",,,,,,,,,,,
28-11-2020,"94,66","186,66","186,66","325,49","347,70","325,49","348,90","348,36","81,30","81,30","81,30","73,91","73,91","72,88","353,44",,"353,44",,"355,11",,,,,,,,,,,
29-11-2020,"107,65","149,39","149,39","243,41","342,44","243,41","336,99","342,44","98,07","98,07","98,07","82,56","82,56","75,06","341,89",,"341,89",,"349,07",,,,,,,,,,,
30-11-2020,"126,18","138,99","138,99","599,45","630,36","599,45","324,06","630,36","100,49","100,49","100,49","79,30","79,30","76,01","624,95",,"624,95",,"630,36",,,,,,,,,,,
01-12-2020,"168,81","111,21","111,21","491,22","518,46","491,22","391,38","518,46","110,96","110,96","110,96","83,31","83,31","82,06","515,51",,"515,51",,"518,46",,,,,,,,,,,
02-12-2020,"132,15","80,90","80,90","433,89","540,80","433,89","521,36","541,62","119,87","119,87","119,87","78,47","78,47","78,37","497,17",,"497,17",,"540,80",,,,,,,,,,,
03-12-2020,"113,17","73,89","73,89","246,80","255,89","247,47","242,66","255,89","126,88","126,88","126,88","73,89","73,89","73,89","408,84",,"408,84",,"408,84",,,,,,,,,,,
04-12-2020,"129,86","133,32","133,32","223,54","232,49","226,91","163,93","234,42","132,45","132,45","132,45","88,31","88,31","87,23","307,30",,"307,30",,"307,30",,,,,,,,,,,
05-12-2020,"140,98","146,49","146,49","146,49","208,17","146,49","244,04","235,19","145,24","145,24","145,24","109,03","109,03","85,97","211,49",,"211,49",,"211,49",,,,,,,,,,,
06-12-2020,"136,38","139,83","139,83","139,83","157,75","139,83","296,26","326,69","139,83","139,83","139,83","103,68","103,68","86,98","157,75",,"157,75",,"157,75",,,,,,,,,,,
07-12-2020,"124,71","127,49","127,49","127,49","127,49","258,44","127,49","127,49","127,49","127,49","127,49","96,08","96,08","94,22","258,44",,"258,44",,"258,44",,,,,,,,,,,
08-12-2020,"167,83","136,47","136,47","322,57","382,53","346,00","435,27","417,47","152,12","152,12","152,12","95,53","95,53","94,34","354,73",,"354,73",,"382,53",,,,,,,,,,,
09-12-2020,"185,72","126,56","126,56","398,27","428,93","400,38","449,89","442,22","236,08","236,08","236,08","105,63","105,63","93,77","419,61",,"419,61",,"428,93",,,,,,,,,,,
10-12-2020,"207,08","140,98","140,98","467,29","490,12","470,14","515,08","494,14","301,16","301,16","184,94","106,51","106,51","101,72","481,08",,"481,08",,"491,72",,,,,,,,,,,
11-12-2020,"164,73","142,67","142,67","331,40","366,26","426,96","266,53","366,26","165,18","165,18","165,18","101,87","101,87","101,87","426,96",,"426,96",,"437,48",,,,,,,,,,,
12-12-2020,"169,01","167,80","167,80","283,46","283,54","360,37","280,89","283,54","165,16","165,16","165,16","105,75","105,75","104,30","360,37",,"360,37",,"360,37",,,,,,,,,,,
13-12-2020,"186,39","214,70","214,70","343,14","350,40","387,76","313,39","350,40","168,18","168,18","168,18","121,22","121,22","107,54","387,76",,"387,76",,"387,76",,,,,,,,,,,
14-12-2020,"177,87","184,70","184,70","514,08","522,32","799,50","213,93","562,76","166,98","166,98","166,98","108,40","108,40","106,52","799,50",,"653,92",,"653,92",,,,,,,,,,,
15-12-2020,"224,26","208,63","208,63","321,32","329,43","384,56","321,32","329,43","167,36","167,36","166,84","133,53","133,53","115,02","384,56",,"384,56",,"384,56",,,,,,,,,,,
16-12-2020,"229,15","210,81","210,81","259,11","341,24","412,97","291,25","341,24","173,87","173,87","173,87","149,16","149,16","109,81","412,97",,"412,97",,"412,97",,,,,,,,,,,
17-12-2020,"166,10","148,70","148,70","220,53","266,69","415,33","257,04","266,69","161,26","161,26","161,26","120,96","120,96","112,60","425,75",,"425,75",,"425,75",,,,,,,,,,,
18-12-2020,"152,21","156,81","156,81","156,81","241,58","337,17","163,49","241,58","152,20","152,20","152,20","119,20","119,20","110,68","337,17",,"337,17",,"337,17",,,,,,,,,,,
19-12-2020,"122,51","122,38","122,38","129,05","129,05","161,76","129,05","129,05","129,05","129,05","129,05","105,58","105,58","105,58","223,79",,"223,79",,"306,53",,,,,,,,,,,
20-12-2020,"107,36","102,06","102,06","114,15","140,88","114,15","134,30","140,88","114,15","114,15","114,15","98,37","98,37","98,37","233,20",,"233,20",,"245,97",,,,,,,,,,,
21-12-2020,"123,64","106,30","106,30","131,73","205,00","254,65","146,74","205,00","131,73","131,73","131,73","100,97","100,97","100,92","306,77",,"306,77",,"308,93",,,,,,,,,,,
22-12-2020,"107,42","97,94","97,94","115,57","148,71","165,85","125,43","148,71","115,57","115,57","115,57","91,67","91,67","91,41","260,11",,"260,11",,"260,11",,,,,,,,,,,
23-12-2020,"129,69","110,98","110,98","137,16","283,73","152,16","284,20","284,20","137,16","137,16","137,16","98,68","98,68","98,68","307,63",,"307,63",,"310,36",,,,,,,,,,,
24-12-2020,"109,73","99,19","99,19","119,13","123,19","135,63","108,36","123,80","120,47","120,47","120,47","96,95","96,95","96,95","159,18",,"159,18",,"159,18",,,,,,,,,,,
25-12-2020,"134,75","131,51","131,51","137,92","211,11","137,92","255,53","255,53","141,95","142,59","141,95","107,74","107,74","102,92","212,23",,"212,23",,"212,23",,,,,,,,,,,
26-12-2020,"124,98","135,02","135,02","135,02","137,66","231,54","125,36","138,39","135,02","135,02","135,02","97,65","97,65","97,65","254,30",,"254,30",,"254,30",,,,,,,,,,,
27-12-2020,"41,62","53,19","53,19","53,19","52,11","53,19","-100,08","43,34","57,81","57,81","57,87","56,04","56,04","56,04","158,08",,"158,08",,"158,08",,,,,,,,,,,
28-12-2020,"122,14","95,55","95,55","126,38","229,23","196,37","278,00","278,00","136,96","137,05","136,96","92,84","92,84","92,84","244,38",,"244,38",,"244,38",,,,,,,,,,,
29-12-2020,"156,47","127,49","127,49","158,45","293,55","250,54","340,68","340,68","161,93","161,93","161,93","116,25","116,25","109,59","295,44",,"295,44",,"295,44",,,,,,,,,,,
30-12-2020,"177,82","152,73","152,73","171,45","304,83","256,78","312,76","312,76","174,30","174,30","174,30","142,55","142,55","126,20","321,27",,"321,27",,"321,27",,,,,,,,,,,
31-12-2020,"200,87","186,58","186,58","186,58","307,17","259,99","325,95","320,48","186,58","186,58","186,58","178,26","178,26","132,80","371,90",,"371,90",,"371,90",,,,,,,,,,,
